,Energia Down,Energia Up,Day-ahead Forecast Wind,DA Forecast PV,DA Forecast Consumo,DAToda a Geração,DA Tie Lines Balance,DA Traded Wind,DA Traded PV
0,83.7,116.9,3715.0,0.0,21808.0,18365.7,1524.9,4326.8,7.1
1,11.6,348.1,3748.0,0.0,20635.0,17396.3,1336.4,4213.9,7.1
2,15.3,286.9,3545.0,0.0,19824.0,17080.8,1158.3,4059.7,7.1
3,36.6,398.4,3407.0,0.0,19544.0,17125.4,1114.3,3921.6,7.1
4,22.4,280.9,3321.0,0.0,19803.0,17163.7,1323.6,3902.3,14.1
5,20.7,391.6,3359.0,0.0,20208.0,17334.6,1621.2,3882.7,34.0
6,41.7,389.5,3290.0,67.5,20076.0,17509.5,1919.2,3836.0,153.4
7,142.0,45.9,3251.0,754.7,20431.0,18043.3,2293.2,3405.5,853.8
8,147.9,28.5,2672.0,1792.8,21385.0,19400.2,2622.6,3081.0,1863.6
9,30.3,294.6,2024.0,2550.0,22413.0,20697.1,2229.0,2708.9,2657.0
10,470.3,30.3,1669.0,2976.1,23489.0,21563.7,1890.6,2398.2,2996.5
11,334.3,22.8,1609.0,3044.0,24130.0,21728.5,2012.9,2226.8,3058.9
12,231.8,26.5,1619.0,2850.7,24031.0,21612.8,2129.0,2285.8,2896.3
13,383.2,19.8,1557.0,2327.1,23214.0,20984.0,1930.3,2370.9,2447.2
14,175.1,19.3,1562.0,1438.2,22644.0,20365.3,1943.6,2508.4,1570.0
15,21.7,352.8,1961.0,397.3,23349.0,20176.9,2499.3,3003.4,534.9
16,22.3,180.5,2991.0,2.0,25648.0,20781.1,3804.1,3635.3,160.0
17,75.1,36.7,3753.0,0.0,26898.0,21556.1,4059.9,4256.7,149.2
18,214.9,19.9,4282.0,0.0,28052.0,22295.9,4351.6,4921.9,133.9
19,200.6,20.5,4965.0,0.0,28046.0,23159.8,3624.2,5615.5,133.7
20,151.5,24.1,5596.0,0.0,27207.0,23122.3,3160.5,6193.1,133.9
21,3.5,363.8,6175.0,0.0,24914.0,22740.6,1460.8,6743.4,134.0
22,15.7,162.2,6578.0,0.0,22758.0,21391.2,1287.6,7044.1,7.1
23,355.9,23.7,6849.0,0.0,20772.0,20609.6,370.0,7295.7,7.1
24,20.6,574.4,7107.0,0.0,19690.0,19572.4,372.0,7512.3,7.1
25,58.8,165.4,7428.0,0.0,19176.0,19022.0,374.0,7849.3,7.1
26,18.1,331.6,7983.0,0.0,19186.0,18917.1,373.0,8246.0,7.1
27,9.6,104.2,8313.0,0.0,20119.0,19683.0,372.0,8780.7,7.1
28,17.4,205.3,8848.0,0.0,23170.0,22475.4,-74.4,9360.4,14.1
29,14.7,334.9,9553.0,0.0,27403.0,23483.1,2244.6,9697.6,32.3
30,27.3,182.0,9991.0,61.9,31126.0,25068.6,3471.3,9986.8,196.1
31,223.0,20.0,10101.0,687.8,33861.0,26930.1,3481.0,10033.2,831.4
32,32.9,329.4,9854.0,1663.9,34907.0,28351.0,3258.1,9759.2,1764.3
33,451.1,19.9,9452.0,2398.1,35244.0,29214.2,2648.3,9352.9,2417.1
34,115.0,24.2,8966.0,2860.3,34995.0,29329.2,2329.2,8923.6,2743.0
35,429.5,23.3,8640.0,2952.7,34970.0,29320.9,2324.5,8602.5,2837.3
36,240.4,22.4,7855.0,2789.8,33722.0,28687.1,2363.6,8335.1,2694.5
37,40.3,178.7,7425.0,2254.2,32795.0,28183.0,1955.6,8079.0,2267.2
38,260.1,19.0,7165.0,1451.1,32411.0,27395.7,2009.1,7983.6,1411.0
39,75.8,71.6,7042.0,409.2,32696.0,27493.0,1673.7,8064.1,527.0
40,225.7,20.2,7555.0,4.2,34130.0,28513.9,2088.9,8227.3,173.7
41,393.3,20.2,7582.0,0.0,34671.0,28438.1,2877.9,8239.4,162.1
42,187.0,20.6,7660.0,0.0,34772.0,27216.5,4817.5,8144.2,82.7
43,21.2,187.7,7462.0,0.0,34508.0,26852.8,5159.3,8034.4,82.7
44,216.7,26.8,7038.0,0.0,32496.0,25834.0,4760.9,7824.1,82.8
45,205.6,26.4,6725.0,0.0,29281.0,24671.4,3164.5,7613.1,82.9
46,746.3,29.7,6388.0,0.0,27364.0,22830.7,2727.5,6747.3,7.1
47,198.9,21.9,5930.0,0.0,25210.0,21376.6,2197.2,6291.0,7.1
48,142.4,22.3,5812.0,0.0,23960.0,20725.5,1714.7,5936.9,7.1
49,153.0,21.0,5672.0,0.0,23429.0,20183.9,1733.1,5671.3,7.1
50,32.4,46.4,5540.0,0.0,23387.0,19975.4,1698.8,5571.6,7.1
51,10.6,74.5,5567.0,0.0,24026.0,20133.5,2014.0,5584.5,7.1
52,4.2,78.2,5401.0,0.0,26413.0,21305.3,3041.9,5711.8,14.1
53,330.9,23.5,5484.0,0.0,30504.0,24317.8,3010.3,6136.7,16.7
54,620.6,20.0,5787.0,51.9,33941.0,27001.9,2621.6,6032.6,117.6
55,128.4,3.3,5699.0,622.1,36099.0,29693.6,1464.9,5671.9,816.6
56,294.7,0.5,4845.0,1525.8,37225.0,30312.9,1662.8,5143.0,1685.6
57,291.5,0.3,4224.0,2213.2,37319.0,29854.2,2237.8,4613.9,2276.3
58,98.1,55.7,4067.0,2649.5,36930.0,29992.7,2119.7,4110.6,2529.1
59,222.1,10.5,3855.0,2737.7,36592.0,29642.6,2663.0,3726.3,2602.0
60,33.1,118.2,3477.0,2596.9,35122.0,29700.9,1720.2,3554.9,2458.6
61,179.3,2.9,3094.0,2085.2,34403.0,29844.8,281.9,3553.5,2028.1
62,14.2,308.6,3049.0,1250.2,34206.0,30168.0,-541.2,3596.3,1313.2
63,123.8,7.4,3271.0,314.5,34520.0,29758.3,59.7,3698.4,475.1
64,349.5,2.2,3596.0,5.5,35921.0,30630.3,844.0,3882.9,185.4
65,88.9,87.6,3716.0,0.0,36548.0,30413.1,1849.0,4063.4,110.3
66,25.9,214.3,3739.0,0.0,36528.0,28595.0,4355.6,4159.0,14.3
67,12.0,428.3,3811.0,0.0,36054.0,27901.9,4787.1,4140.8,46.3
68,291.9,2.8,3736.0,0.0,33850.0,26837.4,4400.3,4120.4,14.3
69,95.8,73.9,3771.0,0.0,30846.0,25045.4,3223.3,4008.6,14.3
70,526.3,0.6,3791.0,0.0,27702.0,23659.4,3170.7,4668.8,7.1
71,75.8,35.5,3727.0,0.0,25236.0,22532.3,2079.7,4698.8,7.1
72,201.8,101.3,3868.0,0.0,23829.0,21046.4,2218.6,4499.5,7.1
73,34.2,33.0,3974.0,0.0,23185.0,20500.0,2319.4,4285.9,7.1
74,46.4,34.8,3964.0,0.0,23013.0,20328.4,2359.3,4173.6,7.1
75,35.9,52.7,3924.0,0.0,23540.0,20716.5,2421.8,4103.2,7.1
76,16.4,231.4,3574.0,0.0,25669.0,22281.6,2687.4,4026.5,14.1
77,322.7,0.9,3461.0,0.0,29733.0,26314.4,2188.1,4031.6,16.6
78,709.1,2.8,3419.0,47.4,32822.0,30885.5,170.6,4051.3,108.5
79,306.3,2.9,3192.0,631.4,35163.0,32633.1,-79.2,3790.5,753.9
80,311.4,7.8,2833.0,1622.3,36469.0,33606.1,-199.4,3426.3,1673.9
81,452.6,14.9,2570.0,2233.9,36426.0,33798.8,-495.6,3000.8,2308.1
82,319.6,2.9,2461.0,2790.4,35688.0,33926.3,-1070.4,2734.0,2668.5
83,425.3,1.5,2305.0,3022.6,35375.0,33252.5,-329.4,2522.8,2820.8
84,286.6,2.8,2444.0,2945.0,34469.0,32785.0,-945.2,2440.0,2710.9
85,480.8,16.2,2722.0,2405.9,33398.0,31359.1,-544.9,2513.1,2243.5
86,413.7,18.8,2978.0,1453.0,32878.0,30777.5,-641.1,2700.1,1439.3
87,446.4,19.2,3136.0,368.6,32912.0,31299.2,-1194.1,2985.5,475.1
88,448.0,14.5,3400.0,7.0,34649.0,32395.9,-851.0,3180.8,155.4
89,108.5,25.7,3505.0,0.0,35261.0,32904.4,-654.5,3392.1,185.7
90,100.0,13.3,3510.0,0.0,35462.0,31923.0,611.1,3349.6,109.7
91,17.4,569.8,3417.0,0.0,35365.0,29235.3,3154.3,3309.5,14.3
92,49.9,522.5,3309.0,0.0,33520.0,29022.2,1949.2,3409.8,46.2
93,233.5,2.2,3155.0,0.0,30476.0,25880.6,2574.8,3468.2,14.3
94,599.5,2.7,2978.0,0.0,27656.0,23206.7,3361.6,3398.6,7.1
95,60.2,214.8,2891.0,0.0,25470.0,22193.1,2320.1,3379.1,7.1
96,0.0,245.6,2851.0,0.0,23848.0,20807.3,2081.9,3443.6,7.1
97,0.0,236.1,3188.0,0.0,23023.0,20032.5,1936.3,3615.4,7.1
98,49.2,41.5,3534.0,0.0,22667.0,19714.2,1821.1,3925.1,7.1
99,159.1,24.7,3864.0,0.0,22645.0,19738.7,1894.2,4319.6,7.1
100,16.5,270.0,4052.0,0.0,23224.0,20170.1,1983.3,4819.6,14.1
101,382.8,7.2,4319.0,0.0,24387.0,21297.2,2241.3,5275.0,16.6
102,365.3,1.8,4532.0,55.7,26109.0,21803.8,3152.7,5470.7,133.6
103,52.0,116.0,4560.0,686.8,28906.0,24650.6,1978.0,5573.6,868.5
104,88.8,89.9,4245.0,1740.1,31198.0,27904.9,661.6,5348.6,1887.2
105,109.6,15.2,3672.0,2518.9,31418.0,28003.9,1026.4,4992.8,2594.6
106,261.9,3.5,3206.0,3045.5,31280.0,27618.0,995.4,4631.8,2964.0
107,694.9,17.2,3291.0,3199.0,31465.0,26397.8,2538.2,4562.6,2999.5
108,411.7,8.7,3685.0,3035.3,30659.0,26329.5,2164.1,4777.4,2853.1
109,67.3,21.2,3938.0,2513.6,29182.0,25958.7,1742.6,5180.8,2406.6
110,38.8,223.0,4540.0,1534.3,28291.0,25757.4,1259.0,5791.2,1522.0
111,52.5,126.0,5331.0,389.5,28349.0,26882.7,-408.8,6734.3,458.4
112,40.7,94.7,6437.0,7.2,30316.0,28584.8,-240.8,7481.6,63.0
113,285.9,0.0,7483.0,0.0,31027.0,28844.1,257.3,8067.6,14.6
114,846.6,0.0,8031.0,0.0,31637.0,28523.6,1228.9,8437.3,14.6
115,51.4,83.0,8315.0,0.0,31894.0,27121.3,2853.0,8594.5,14.6
116,24.5,467.3,8551.0,0.0,30648.0,27196.0,1798.4,8668.5,14.6
117,364.4,0.0,8650.0,0.0,28605.0,25764.2,1584.1,8586.2,14.6
118,26.2,209.0,8356.0,0.0,26500.0,24361.8,1031.7,8591.8,7.1
119,14.0,863.0,8171.0,0.0,24429.0,23175.4,294.7,8481.7,7.1
120,290.9,0.0,7942.0,0.0,22797.0,22153.0,-127.7,8124.6,7.1
121,153.4,31.6,7785.0,0.0,21811.0,21676.2,-381.0,7911.5,7.1
122,58.0,128.6,7672.0,0.0,21226.0,21650.2,-821.2,7799.0,7.1
123,29.2,299.1,7758.0,0.0,21159.0,21452.7,-597.8,7716.8,7.1
124,191.8,30.7,7554.0,0.0,21602.0,21652.5,-468.7,7706.1,29.7
125,393.1,56.6,7430.0,0.0,22235.0,22083.8,-303.9,8009.4,32.2
126,41.9,130.6,7514.0,70.5,23075.0,22313.6,129.5,8020.3,149.5
127,28.4,189.3,7187.0,736.2,25027.0,23238.3,1107.5,7764.3,867.9
128,34.2,325.7,6352.0,1793.6,27389.0,24981.0,1496.6,7294.1,1904.8
129,90.4,122.2,5328.0,2597.6,28241.0,26019.4,1347.9,6659.2,2632.4
130,37.4,264.6,4954.0,3119.2,27944.0,26289.4,1032.6,6137.6,2951.4
131,554.5,1.4,4845.0,3193.9,27927.0,26676.3,732.4,5837.0,3014.2
132,380.1,0.0,4819.0,2971.8,27195.0,26345.2,412.8,5776.1,2852.8
133,352.2,0.0,5019.0,2493.8,25703.0,24970.7,584.6,5861.3,2414.4
134,88.6,60.5,5138.0,1586.4,25050.0,24524.9,621.0,6215.5,1531.3
135,30.9,167.1,5740.0,466.2,25523.0,24860.0,73.1,7013.3,470.6
136,328.0,0.7,6625.0,5.5,28091.0,26285.0,346.4,7636.4,79.9
137,295.8,7.5,7246.0,0.0,29487.0,27078.1,705.9,8155.4,29.9
138,355.8,10.3,7624.0,0.0,30530.0,26878.4,1860.3,8353.1,14.3
139,266.6,41.5,7858.0,0.0,31186.0,27756.7,1303.7,8553.1,46.2
140,143.5,6.0,7700.0,0.0,30546.0,27451.3,1384.9,8532.6,46.2
141,11.0,402.6,7548.0,0.0,28304.0,26096.2,1268.2,8513.0,14.3
142,86.3,33.0,7309.0,0.0,25943.0,23425.8,1299.3,7706.4,7.1
143,27.5,102.3,7260.0,0.0,24012.0,22314.6,640.6,7482.2,7.1
144,18.0,118.3,7292.0,0.0,22837.0,21850.2,72.6,7315.7,7.1
145,20.8,156.2,7085.0,0.0,22272.0,21554.5,-161.9,7258.3,7.1
146,37.2,446.1,7044.0,0.0,22039.0,21196.2,-37.8,7303.5,7.1
147,33.7,110.7,7334.0,0.0,22535.0,21654.5,119.2,7391.1,7.1
148,31.4,159.8,7358.0,0.0,24581.0,22871.3,850.9,7471.4,29.7
149,45.9,206.4,7139.0,0.0,27412.0,27394.6,-595.6,7741.1,191.2
150,82.6,217.3,7304.0,62.6,29668.0,29461.2,-291.5,7812.6,150.9
151,136.1,12.6,7344.0,691.3,31728.0,31071.6,-417.6,7677.2,856.9
152,155.0,45.7,6847.0,1721.1,33566.0,32312.9,-688.4,7293.1,1867.9
153,32.1,117.1,6457.0,2519.1,34142.0,32982.8,-1462.1,6840.2,2556.9
154,241.3,26.5,5909.0,3061.4,33662.0,33160.7,-1821.2,6450.8,2868.9
155,99.2,114.4,5433.0,3142.1,33646.0,33317.8,-1981.1,6244.9,2962.2
156,39.3,201.2,5055.0,2938.1,32953.0,31474.2,-773.0,6195.4,2822.5
157,255.1,79.1,5166.0,2404.6,31916.0,30905.6,-796.9,6253.9,2396.7
158,451.5,0.2,5629.0,1546.1,31288.0,29534.4,482.7,6387.4,1534.0
159,437.8,0.0,6001.0,444.4,31363.0,29764.3,-60.6,6790.5,477.6
160,73.2,161.0,6550.0,10.2,33111.0,32191.1,-917.0,7142.0,68.6
161,59.8,83.1,7014.0,0.0,34442.0,32417.2,78.4,7394.7,30.8
162,157.5,24.8,7158.0,0.0,35233.0,31547.1,1722.4,7412.8,29.9
163,88.1,258.8,7310.0,0.0,35113.0,29553.7,3264.4,7305.8,29.9
164,439.6,0.0,7147.0,0.0,33178.0,27990.2,3431.0,7226.7,14.3
165,575.9,0.1,6897.0,0.0,30208.0,26034.5,2671.6,7065.7,14.3
166,236.0,29.1,6334.0,0.0,27432.0,24957.0,1862.5,7405.7,7.1
167,74.2,52.9,6174.0,0.0,25109.0,23960.8,995.0,7373.3,7.1
168,22.5,197.1,6265.0,0.0,24023.0,23185.9,614.6,7376.3,7.1
169,51.6,33.4,6401.0,0.0,23512.0,22786.7,469.0,7625.0,7.1
170,128.1,2.8,6809.0,0.0,23581.0,22538.1,505.9,7757.4,7.1
171,105.0,64.8,6813.0,0.0,24307.0,23268.7,551.9,7855.6,7.1
172,130.2,53.2,6952.0,0.0,27031.0,24617.1,1700.0,7887.2,29.7
173,366.7,15.8,6533.0,0.0,31842.0,28512.3,2098.2,8095.3,32.3
174,612.5,1.9,6307.0,61.9,35553.0,30854.1,2283.0,7952.8,136.5
175,328.4,0.0,6113.0,672.6,37711.0,32639.1,1379.1,7983.7,769.5
176,573.3,7.9,6068.0,1675.3,38916.0,34025.9,717.2,7863.4,1714.8
177,748.2,0.6,5822.0,2452.1,38795.0,34342.6,478.0,7700.3,2389.6
178,595.4,0.0,5619.0,3005.4,37699.0,33922.9,614.2,7519.8,2703.4
179,258.9,2.6,5517.0,3103.1,37464.0,33858.5,584.7,7414.8,2848.6
180,73.5,251.1,5598.0,2924.1,35967.0,32637.7,1215.7,7293.8,2684.1
181,212.2,5.8,5692.0,2398.2,35214.0,32028.2,1259.4,7416.5,2279.0
182,21.4,159.2,6216.0,1520.3,35009.0,31271.3,1542.2,7904.0,1465.3
183,596.2,6.7,6645.0,427.7,35285.0,32547.6,110.7,8490.9,464.3
184,737.7,1.8,7700.0,12.9,36976.0,34721.2,-504.5,9256.6,113.8
185,432.4,3.3,8479.0,0.0,37996.0,35331.9,-310.3,9790.1,126.2
186,33.0,229.0,8793.0,0.0,38116.0,33956.3,1421.4,10007.9,61.8
187,32.3,453.8,8855.0,0.0,37392.0,32854.9,2060.6,10128.3,14.3
188,432.1,13.7,9122.0,0.0,34524.0,30528.1,2204.9,10136.8,14.3
189,431.7,8.0,9388.0,0.0,31298.0,28469.2,1041.8,10164.9,14.3
190,319.1,71.3,9556.0,0.0,28828.0,26869.6,663.0,10504.9,7.1
191,74.9,93.0,9279.0,0.0,26770.0,26088.6,-328.8,10330.0,7.1
192,41.0,137.2,9631.0,0.0,25422.0,25047.4,-381.0,10150.0,7.1
193,42.8,128.7,9300.0,0.0,24831.0,24535.8,-381.0,9971.9,7.1
194,26.9,505.4,9338.0,0.0,24796.0,24347.7,-380.0,9931.5,7.1
195,26.3,440.0,9448.0,0.0,25480.0,24912.2,-210.5,9895.1,7.1
196,31.1,265.9,9752.0,0.0,28088.0,25755.7,923.7,10005.9,14.1
197,23.0,136.4,9676.0,0.0,32797.0,29283.5,1386.2,10668.4,16.7
198,196.6,152.2,9318.0,56.5,35976.0,31012.4,1841.4,10699.3,171.8
199,87.7,29.2,8930.0,618.3,37383.0,31979.9,1791.0,10565.8,802.2
200,484.3,2.0,8602.0,1594.9,38283.0,32779.4,1456.0,10650.6,1666.2
201,600.1,1.8,8663.0,2334.5,38099.0,33289.2,549.1,10605.1,2297.7
202,325.9,0.0,8955.0,2838.4,37471.0,33798.7,-11.7,10840.6,2617.4
203,31.0,337.1,9675.0,3000.4,36832.0,33741.3,208.0,11017.0,2724.0
204,55.1,142.7,10459.0,2785.6,35917.0,33411.8,-364.0,11523.2,2586.5
205,189.8,104.3,11071.0,2289.8,35302.0,33349.7,-829.0,11991.3,2201.8
206,64.3,40.6,11497.0,1471.9,34940.0,33333.9,-1618.8,12445.9,1430.5
207,482.0,1.3,11816.0,439.3,35068.0,33862.8,-2104.2,12748.0,494.9
208,143.7,0.1,12150.0,16.5,36874.0,34716.2,-1283.2,13009.4,101.9
209,138.4,3.0,12634.0,0.0,38067.0,35229.3,-854.8,13236.4,78.8
210,144.1,2.9,13007.0,0.0,38441.0,33452.7,1503.9,13207.2,46.2
211,66.2,76.3,13092.0,0.0,37686.0,32522.8,2182.1,13346.6,14.3
212,158.7,90.5,12471.0,0.0,34763.0,30887.4,1524.4,13248.2,14.3
213,159.8,44.2,11760.0,0.0,31631.0,29603.2,117.3,12861.3,14.3
214,109.7,117.8,11548.0,0.0,29154.0,29433.0,-1584.3,12183.4,7.1
215,197.3,63.9,11533.0,0.0,26868.0,28094.3,-1839.8,11860.2,7.1
216,85.3,165.2,11266.0,0.0,25616.0,28014.0,-3234.2,11788.8,7.1
217,38.3,224.8,11158.0,0.0,25039.0,26605.9,-2241.7,11632.5,7.1
218,61.7,272.0,11280.0,0.0,25074.0,26184.0,-2113.9,11626.5,7.1
219,91.8,207.7,11281.0,0.0,25729.0,27249.5,-2454.0,11479.0,7.1
220,67.7,52.5,11249.0,0.0,28328.0,28393.7,-1318.2,11448.6,14.1
221,104.2,92.0,11265.0,0.0,32886.0,31666.6,-291.7,11596.0,16.7
222,130.4,30.4,10892.0,71.2,36276.0,33742.5,130.7,11432.6,137.8
223,74.4,168.9,10805.0,660.4,37970.0,35005.8,-184.1,11370.8,779.0
224,119.8,199.6,10578.0,1676.2,38794.0,36017.0,-529.5,11407.0,1733.2
225,703.2,0.3,10931.0,2457.7,38668.0,36663.7,-976.6,11398.9,2414.2
226,244.4,250.6,10824.0,2968.0,38235.0,36898.0,-1361.8,11428.4,2737.4
227,189.0,3.8,10825.0,3081.2,37819.0,36781.0,-1478.5,11409.5,2851.5
228,153.7,135.2,10812.0,2975.6,36811.0,36275.2,-1888.7,11344.1,2733.1
229,72.7,329.8,10933.0,2644.6,36236.0,35507.9,-1898.8,11199.0,2347.2
230,45.6,377.4,10809.0,1729.2,35982.0,35084.8,-1890.2,10999.1,1551.8
231,232.5,8.0,10377.0,515.9,36145.0,34471.0,-1323.7,10874.8,506.2
232,106.8,139.6,10172.0,19.5,37908.0,35564.5,-989.9,11024.1,75.2
233,56.4,130.4,10393.0,0.0,39124.0,36095.5,-715.9,11107.6,48.0
234,14.2,292.1,10315.0,0.0,39599.0,35901.1,-430.0,11018.0,77.9
235,15.6,362.4,9965.0,0.0,38678.0,33551.8,1850.9,11089.5,14.3
236,74.6,115.4,9628.0,0.0,35900.0,32042.4,1817.7,10819.3,14.3
237,291.8,1.4,9587.0,0.0,32632.0,30137.9,580.1,10988.7,14.3
238,577.5,1.0,9610.0,0.0,29544.0,28160.5,691.5,10118.8,7.1
239,252.3,90.5,9755.0,0.0,27234.0,27176.9,-430.7,9880.7,7.1
240,404.0,66.1,9795.0,0.0,25937.0,26506.5,-1130.3,9684.3,7.1
241,183.4,145.7,9582.0,0.0,25409.0,25945.0,-1030.4,9548.7,7.1
242,90.1,143.0,9731.0,0.0,25378.0,25219.7,-437.5,9414.3,7.1
243,188.7,152.3,9695.0,0.0,26039.0,26014.0,-779.2,9319.9,7.1
244,174.7,89.0,9519.0,0.0,28713.0,27569.1,169.3,9397.4,14.1
245,211.2,120.7,9680.0,0.0,33688.0,32146.1,256.9,9647.8,16.7
246,561.9,4.8,9726.0,84.0,37099.0,34359.1,538.0,9543.5,150.6
247,134.5,96.6,9715.0,731.6,38636.0,35692.5,358.1,9386.7,859.7
248,200.7,22.7,9332.0,1777.5,39215.0,36576.8,-150.2,9212.3,1878.1
249,344.2,12.2,9320.0,2577.5,39042.0,36808.8,-651.8,9109.8,2556.0
250,414.4,9.8,9396.0,3080.4,38501.0,36853.0,-1159.5,8931.1,2851.8
251,181.4,4.8,9330.0,3141.5,38071.0,36372.9,-663.6,8773.6,2906.5
252,9.0,275.6,9023.0,2981.8,36859.0,36105.4,-1443.5,8721.9,2746.4
253,20.3,450.3,8825.0,2480.8,36090.0,34743.7,-563.8,8641.2,2330.4
254,217.9,36.2,8851.0,1664.1,35705.0,34222.0,-494.5,8508.1,1522.7
255,205.0,3.3,8912.0,498.7,35852.0,34551.8,-1454.7,8527.9,500.6
256,241.2,5.9,9091.0,24.8,37649.0,35427.8,-755.6,8693.3,77.7
257,124.9,47.3,9391.0,0.0,38675.0,35973.9,-614.3,8843.7,48.1
258,430.7,2.5,9369.0,0.0,38867.0,34931.9,751.0,8828.5,14.3
259,221.1,15.5,9240.0,0.0,37983.0,32054.0,3442.9,8714.9,14.3
260,69.4,64.0,8763.0,0.0,35478.0,30647.8,3223.0,8488.1,14.3
261,23.0,215.9,8284.0,0.0,32527.0,28282.3,2890.3,8226.6,14.3
262,161.0,151.4,8119.0,0.0,30149.0,26130.6,2409.4,8126.9,7.1
263,94.6,67.2,7990.0,0.0,27783.0,24435.6,2202.0,7821.4,7.1
264,8.4,313.5,7914.0,0.0,26122.0,23967.7,1319.1,7591.9,7.1
265,118.9,40.7,8048.0,0.0,25231.0,23058.8,1339.0,7458.1,7.1
266,93.8,44.6,8084.0,0.0,24859.0,22554.8,1276.1,7224.4,7.1
267,35.3,193.9,7906.0,0.0,24771.0,22518.4,1292.3,7122.2,7.1
268,103.4,12.6,7748.0,0.0,25546.0,22799.7,1598.8,6984.6,14.1
269,185.6,26.4,7724.0,0.0,27531.0,23158.5,2902.5,6899.4,16.7
270,553.8,1.4,7668.0,82.3,29502.0,24099.9,3785.4,7043.8,136.1
271,180.3,34.7,7524.0,718.3,32355.0,26485.2,4007.7,6863.5,849.8
272,419.7,12.1,7298.0,1735.6,34565.0,28480.1,3990.4,6760.0,1726.9
273,351.2,7.0,7382.0,2538.1,34674.0,29147.6,3475.8,6771.5,2366.7
274,332.1,1.8,7586.0,3013.8,34108.0,29467.8,2664.8,6956.7,2662.0
275,93.3,3.1,7871.0,3089.4,33847.0,29781.5,2312.1,7319.3,2713.5
276,67.9,17.7,7962.0,2847.4,33148.0,29637.5,1944.0,7607.5,2586.7
277,236.4,9.7,8321.0,2350.5,31966.0,28735.3,1761.9,7617.5,2203.4
278,221.9,18.4,8443.0,1571.7,31105.0,28165.3,1548.6,7664.9,1451.5
279,101.0,1.5,8510.0,502.7,31128.0,27434.7,2355.0,7646.3,480.6
280,49.6,100.3,8580.0,29.7,33242.0,29036.6,2275.3,7980.2,81.2
281,82.6,47.3,9076.0,0.0,34259.0,29674.1,2221.4,8154.9,48.1
282,548.6,1.3,9238.0,0.0,34975.0,29843.7,2533.4,8412.7,46.2
283,123.0,28.4,9647.0,0.0,34777.0,29708.1,2589.8,8574.5,46.3
284,336.0,5.1,9766.0,0.0,33051.0,29095.1,2418.7,8653.8,78.1
285,48.1,101.9,9301.0,0.0,30707.0,27571.3,1605.8,8555.0,46.3
286,0.4,203.8,8993.0,0.0,27970.0,25533.5,1456.5,9010.4,7.1
287,42.0,59.4,8997.0,0.0,25744.0,24690.6,191.0,8988.8,7.1
288,14.3,249.9,8853.0,0.0,24010.0,22925.3,471.0,8785.0,7.1
289,78.9,1.9,8867.0,0.0,23050.0,22042.0,473.0,8723.5,7.1
290,24.8,257.8,8815.0,0.0,22634.0,21564.0,492.8,8681.8,7.1
291,43.0,310.9,9037.0,0.0,22653.0,21509.7,473.0,8665.3,7.1
292,187.9,5.1,9091.0,0.0,23241.0,21799.7,472.0,8519.3,29.7
293,143.2,3.7,9191.0,0.0,24315.0,22557.0,469.0,8464.6,32.3
294,159.7,1.6,9099.0,59.8,25422.0,22800.1,1093.6,8327.9,146.4
295,269.6,6.5,8672.0,672.2,27560.0,24784.6,1459.2,8160.9,772.8
296,214.6,4.6,8129.0,1652.7,29687.0,26340.3,2024.1,7817.4,1692.5
297,335.0,1.4,7494.0,2422.8,30404.0,27599.6,1666.2,7541.8,2328.1
298,128.0,91.7,6970.0,2926.5,30141.0,28122.4,1109.6,7343.6,2668.7
299,801.1,2.9,6748.0,2981.0,30215.0,28870.5,825.4,7320.5,2757.7
300,498.8,4.2,6553.0,2826.9,30156.0,28611.9,780.4,7282.4,2648.8
301,151.8,34.5,6348.0,2427.3,28997.0,27591.0,454.2,7260.3,2255.7
302,142.9,84.1,6284.0,1633.9,28195.0,26925.6,500.3,7384.7,1504.4
303,24.5,790.3,6295.0,550.0,28315.0,26353.3,855.3,7608.3,519.2
304,13.7,276.9,6689.0,33.6,30624.0,27836.2,1555.2,7900.9,231.1
305,51.2,148.7,7398.0,0.0,32428.0,28786.9,1900.9,8148.7,196.9
306,93.5,28.0,7605.0,0.0,33710.0,29600.8,2103.2,8238.2,153.9
307,89.2,1.6,7610.0,0.0,33992.0,29739.4,1988.9,8294.3,179.1
308,121.3,59.7,7644.0,0.0,32576.0,28643.0,1862.8,8339.3,96.5
309,71.1,89.0,7668.0,0.0,30021.0,26953.7,1250.2,8424.1,96.7
310,82.0,67.6,7667.0,0.0,27400.0,25220.5,766.0,8573.9,7.1
311,21.4,231.3,7883.0,0.0,25129.0,23990.9,469.0,8374.7,7.1
312,32.2,331.6,8120.0,0.0,23959.0,23037.5,471.0,8173.2,7.1
313,32.1,174.6,8195.0,0.0,23522.0,22495.8,473.0,8176.1,7.1
314,42.1,137.7,8127.0,0.0,23560.0,22456.8,473.0,8201.4,7.1
315,179.2,18.6,8053.0,0.0,24505.0,23373.4,472.0,8238.5,7.1
316,118.3,24.9,8014.0,0.0,27837.0,25485.2,966.1,8474.0,29.7
317,788.5,12.3,8187.0,0.0,33080.0,29249.5,2115.9,8849.5,32.3
318,427.1,1.5,8302.0,77.0,36746.0,32118.6,2178.1,9006.9,145.2
319,293.7,21.4,8199.0,684.3,37913.0,33765.9,1688.8,8983.1,770.3
