,Energia Down,Energia Up,Day-ahead Forecast Wind,DA Forecast PV,DA Forecast Consumo,DAToda a Geração,DA Tie Lines Balance,DA Traded Wind,DA Traded PV
16594,211.9,2.6,2022.0,5664.0,26141.0,24612.6,700.8,3002.4,5655.0
16595,346.3,0.0,1953.0,5664.1,26775.0,24351.8,1872.0,2814.9,5735.1
16596,4.7,287.1,1890.0,5344.1,26530.0,24028.8,2043.3,2884.9,5474.3
16597,170.7,0.0,1734.0,4786.3,24883.0,22655.7,1688.2,3057.7,4659.9
16598,0.7,485.4,1612.0,2989.8,23936.0,21741.9,1487.7,2815.0,2902.0
16599,11.4,591.2,1708.0,784.5,24137.0,22150.6,1102.5,2669.5,786.0
16600,5.5,492.0,1753.0,1.6,26355.0,23028.8,2460.4,2757.6,78.2
16601,66.6,96.0,1820.0,0.0,27703.0,23016.0,3957.9,2827.4,65.6
16602,9.5,90.0,1840.0,0.0,28553.0,23615.6,4291.2,2874.5,5.5
16603,5.6,250.7,1881.0,0.0,28252.0,23201.8,4319.2,2855.7,5.4
16604,331.8,2.6,1912.0,0.0,27097.0,22121.2,3845.6,2703.7,5.4
16605,187.5,27.3,1906.0,0.0,24892.0,19671.8,3919.2,2668.6,38.8
16606,103.2,49.3,1918.0,0.0,23240.0,19560.5,2463.6,3091.8,31.1
16607,59.7,30.8,1990.0,0.0,21873.0,18608.5,2216.7,2974.3,29.9
16608,185.5,6.0,2046.0,0.0,21082.0,17809.1,2328.9,3001.7,21.0
16609,49.7,0.8,2230.0,0.0,20777.0,17401.1,2414.7,3014.3,12.3
16610,0.0,379.8,2281.0,0.0,20959.0,17415.7,2538.6,3102.7,3.7
16611,7.9,210.4,2272.0,0.0,21834.0,17910.0,2819.5,3066.6,20.6
16612,217.6,13.7,2133.0,0.0,24755.0,20973.3,2326.8,3246.4,33.0
16613,24.9,334.5,2156.0,0.4,28788.0,25465.8,1217.0,3075.2,14.2
16614,32.7,289.9,2154.0,524.7,31247.0,27656.9,586.1,2877.5,677.6
16615,210.6,2.3,2205.0,2534.5,32712.0,30285.1,312.3,2702.5,2584.3
16616,4.2,203.2,2080.0,4451.8,33170.0,30687.6,820.6,2569.8,4323.6
16617,13.9,308.0,2039.0,5231.1,33087.0,31032.3,775.4,2438.1,5237.0
16618,0.1,194.3,1905.0,5667.2,32983.0,30846.8,1002.6,2529.0,5577.8
16619,162.7,6.3,1883.0,5633.1,32893.0,30396.3,1628.2,2437.9,5627.6
16620,149.7,52.2,1926.0,5345.1,32069.0,31083.5,4.8,2423.6,5326.4
16621,6.4,211.6,1880.0,4685.0,31091.0,30225.7,-269.0,2503.4,4490.7
16622,31.5,152.7,1805.0,2742.3,30478.0,29441.5,-191.8,2486.1,2727.1
16623,0.0,814.2,1661.0,710.8,31042.0,28918.5,62.7,2492.7,673.1
16624,60.5,170.3,1657.0,1.6,32987.0,28408.9,2632.9,2604.1,68.7
16625,36.8,133.1,1761.0,0.0,33945.0,28089.8,4487.7,2768.5,54.2
16626,280.9,1.3,1946.0,0.0,34172.0,27818.7,5101.0,2931.6,4.1
16627,180.2,44.0,2025.0,0.0,32902.0,26952.9,4715.8,2982.6,4.0
16628,87.5,57.2,2197.0,0.0,30215.0,25163.0,3708.4,3158.3,3.8
16629,57.2,43.2,2563.0,0.0,27372.0,22548.9,3442.6,3435.9,3.9
16630,127.7,126.1,2979.0,0.0,25495.0,20911.4,3305.7,4589.1,27.9
16631,7.0,341.7,3355.0,0.0,23997.0,19791.1,3030.8,4910.7,15.0
16632,8.8,189.0,3676.0,0.0,23046.0,19770.2,2278.4,5268.0,3.7
16633,11.7,110.0,4006.0,0.0,22683.0,19660.9,2131.2,5500.8,3.7
16634,0.2,386.9,4253.0,0.0,22713.0,19971.6,1793.7,5810.7,3.7
16635,2.7,530.6,4496.0,0.0,23451.0,20320.8,1937.4,6079.2,3.7
16636,202.0,156.3,4479.0,0.0,26048.0,23113.1,1337.5,6163.2,114.7
16637,160.8,114.5,4540.0,0.1,30079.0,27930.6,87.0,6133.1,14.4
16638,3.0,432.6,4430.0,344.7,32312.0,29672.2,618.7,5395.6,381.9
16639,40.8,15.0,4067.0,1902.8,33452.0,30917.4,388.3,5208.4,1928.2
16640,363.7,3.3,3528.0,3647.6,34024.0,31527.4,298.5,5130.0,3465.2
16641,80.2,27.0,3241.0,4474.3,33923.0,31377.1,706.5,4848.3,4404.0
16642,1.1,253.3,3266.0,4966.8,33729.0,31513.9,567.1,5012.5,4791.2
16643,7.6,332.2,3469.0,4846.7,33568.0,30868.5,1380.0,5007.1,4788.7
16644,65.0,233.9,3586.0,4481.9,32698.0,30622.7,822.8,5321.2,4410.1
16645,609.1,4.3,3747.0,3533.5,31735.0,30344.4,-176.7,5466.6,3586.4
16646,187.9,24.5,3869.0,1773.8,31233.0,30020.3,-489.0,5529.1,2074.0
16647,119.6,152.5,4213.0,286.9,31806.0,30467.5,-576.0,5714.9,451.3
16648,15.1,204.2,4780.0,0.3,33766.0,30674.0,1561.0,5888.7,16.5
16649,110.1,59.9,5125.0,0.0,34736.0,31155.7,1959.4,6330.3,4.9
16650,22.4,241.3,5307.0,0.0,34940.0,29773.7,3718.6,6511.5,4.1
16651,167.4,4.3,5588.0,0.0,33677.0,27132.9,5214.9,6808.8,4.0
16652,121.6,0.0,5548.0,0.0,30664.0,26078.7,3361.8,7049.2,4.0
16653,236.6,21.6,5629.0,0.0,27735.0,24184.5,2242.1,7042.4,4.0
16654,34.4,154.7,5422.0,0.0,25792.0,22127.9,2953.2,7045.5,3.7
16655,259.8,1.0,4988.0,0.0,24238.0,21136.8,2420.6,6674.5,3.7
16656,78.2,52.6,4635.0,0.0,23255.0,19300.3,3544.6,6099.9,3.7
16657,5.2,179.0,4309.0,0.0,22920.0,18463.4,3997.4,5645.2,3.7
16658,18.9,54.9,4052.0,0.0,22946.0,18243.4,4191.3,5223.2,3.7
16659,30.5,51.9,3813.0,0.0,23643.0,18737.6,4224.5,4965.4,3.7
16660,371.0,3.3,3653.0,0.0,26251.0,21188.0,3923.4,4860.4,33.0
16661,309.3,5.1,3542.0,0.0,30238.0,26891.7,1775.4,4916.8,42.8
16662,242.3,2.7,3543.0,200.6,32489.0,27656.7,3360.8,4669.0,216.2
16663,322.0,2.0,3640.0,1243.1,33722.0,28634.2,3313.2,4627.4,1326.3
16664,9.0,602.6,3503.0,2384.5,34145.0,28350.4,4120.8,4485.3,2410.6
16665,2.8,390.8,3688.0,3040.9,34149.0,28738.2,3922.2,4511.0,2921.3
16666,45.9,251.2,4109.0,3284.0,34033.0,29113.0,3477.5,4775.9,3171.9
16667,7.4,327.2,4332.0,3008.1,33812.0,29340.3,3257.8,5059.3,3142.9
16668,28.1,171.1,4032.0,2557.9,32902.0,29377.2,2247.9,5207.8,2848.5
16669,91.6,108.8,4066.0,2015.1,32000.0,29214.7,1267.5,5308.1,2263.0
16670,15.2,126.0,4248.0,1027.2,31432.0,29118.7,606.7,5450.2,1250.2
16671,427.0,4.1,5282.0,166.4,31905.0,30638.3,-304.0,5708.6,221.1
16672,5.3,204.1,6208.0,0.2,33899.0,31865.6,712.8,6329.4,18.9
16673,665.8,5.2,7107.0,0.0,34738.0,31538.4,1903.1,6976.3,4.3
16674,466.9,0.2,7752.0,0.0,34848.0,30180.8,3627.3,7915.5,4.1
16675,14.7,112.6,7988.0,0.0,33439.0,28266.6,4387.9,8546.0,3.7
16676,57.2,186.7,8458.0,0.0,30664.0,27465.1,2411.0,9131.8,32.5
16677,202.8,229.4,8508.0,0.0,27814.0,26232.3,530.0,9293.1,3.7
16678,356.3,44.7,8895.0,0.0,25916.0,24271.4,1134.5,9843.7,3.7
16679,157.0,0.0,9042.0,0.0,24335.0,23428.7,501.0,9854.7,3.7
16680,118.6,2.6,8854.0,0.0,23335.0,22757.8,277.4,9719.3,3.7
16681,19.9,423.9,8522.0,0.0,22997.0,22227.3,540.0,9687.6,3.7
16682,274.6,17.1,8234.0,0.0,22961.0,22756.0,36.7,9854.4,3.7
16683,20.0,117.3,8721.0,0.0,23574.0,23125.7,263.4,10027.6,3.7
16684,334.2,5.6,8876.0,0.0,26062.0,25606.6,-239.7,10191.0,27.9
16685,779.1,0.0,9532.0,0.0,30066.0,28840.9,81.5,10435.2,68.3
16686,294.0,3.4,9720.0,70.3,32220.0,31157.0,36.0,10176.7,125.6
16687,467.2,0.1,9701.0,509.3,33347.0,32176.7,134.2,10151.0,597.0
16688,72.3,154.6,9749.0,996.0,33858.0,32866.5,3.7,10203.6,1221.6
16689,277.3,21.5,9684.0,1249.3,33913.0,32736.8,244.9,10276.2,1629.9
16690,372.5,8.4,9444.0,1207.7,33825.0,33033.9,-80.7,10379.8,1924.4
16691,920.1,1.2,9253.0,1190.7,33714.0,33004.7,-143.0,10380.0,2061.1
16692,578.3,3.8,9286.0,1101.3,32807.0,32672.5,-727.2,10288.6,1944.4
16693,474.2,2.5,9205.0,836.1,31926.0,32341.8,-1413.4,10129.1,1529.0
16694,545.3,0.5,9419.0,443.6,31328.0,31664.2,-1285.8,9799.4,873.6
16695,862.7,0.0,9801.0,76.5,31911.0,32213.3,-1316.9,9731.0,155.3
16696,363.5,2.9,10207.0,0.2,34010.0,33143.9,-258.1,9894.6,26.8
16697,98.0,4.0,10569.0,0.0,34711.0,33850.6,-205.6,9837.4,10.3
16698,36.4,52.8,10079.0,0.0,34714.0,33949.9,-50.3,9912.1,6.1
16699,344.4,28.2,9915.0,0.0,33340.0,31718.3,931.4,9665.5,5.9
16700,261.6,55.9,9603.0,0.0,30634.0,29387.4,611.4,9432.8,5.6
16701,495.5,36.2,9343.0,0.0,27910.0,26455.9,665.9,8902.2,3.7
16702,213.6,54.2,9073.0,0.0,25735.0,26229.3,-1339.5,9592.3,14.9
16703,10.4,156.1,8636.0,0.0,24084.0,24879.1,-1169.5,9200.0,15.1
16704,8.5,174.1,8688.0,0.0,23140.0,23464.4,-552.9,8792.6,3.7
16705,64.3,39.9,8682.0,0.0,22812.0,22725.7,-213.5,8564.1,3.7
16706,1.8,336.2,8495.0,0.0,22774.0,22481.7,39.3,8240.1,3.7
16707,1.1,549.2,8304.0,0.0,23396.0,23529.6,-694.8,7983.4,14.6
16708,437.9,34.0,7729.0,0.0,25866.0,26311.3,-1551.6,7742.7,61.7
16709,622.1,12.6,7526.0,0.0,29752.0,29360.7,-1051.3,8007.4,12.3
16710,433.1,15.3,7599.0,69.5,31843.0,30682.8,-230.1,7775.2,112.0
16711,85.1,67.0,7243.0,490.9,33130.0,32211.2,-608.0,7606.5,757.6
16712,277.3,2.5,6690.0,1080.3,33587.0,32868.4,-964.6,7419.7,1495.2
16713,715.7,1.2,6317.0,1576.2,33529.0,33266.4,-1168.9,7445.5,2023.9
16714,843.9,6.1,6182.0,1684.2,33415.0,33428.3,-1313.4,7440.8,2319.6
16715,10.2,234.7,5898.0,1799.9,33240.0,33479.2,-1521.3,7517.2,2296.5
16716,0.2,377.2,5623.0,1361.8,32248.0,32693.8,-1780.1,7369.9,2103.6
16717,134.5,23.0,5391.0,1048.1,31202.0,31710.3,-1977.1,7141.2,1693.3
16718,241.7,1.6,5327.0,487.2,30546.0,31095.9,-2025.2,6921.0,941.8
16719,261.5,5.4,5049.0,80.0,30902.0,30990.5,-1500.7,6678.7,193.6
16720,965.9,0.0,5176.0,0.0,32796.0,31625.4,23.0,6611.7,17.1
16721,170.9,1.7,5325.0,0.0,33381.0,32079.1,-112.8,6313.4,6.7
16722,289.9,2.3,5188.0,0.0,33327.0,30314.2,2000.9,5989.8,6.2
16723,26.4,288.2,4743.0,0.0,32178.0,28422.8,2676.2,5814.4,5.6
16724,34.1,180.7,4414.0,0.0,29790.0,26141.2,2808.9,5242.6,5.6
16725,14.3,380.9,4333.0,0.0,27293.0,23775.2,2528.1,4846.8,3.7
16726,190.6,70.9,4385.0,0.0,25618.0,22175.8,2389.3,5214.2,38.3
16727,279.3,39.7,4649.0,0.0,23982.0,20749.2,2278.4,5015.9,38.0
16728,243.8,40.6,4123.0,0.0,22815.0,19729.9,2201.4,4786.3,37.7
16729,245.5,5.2,3753.0,0.0,22194.0,19018.4,2192.4,4592.0,26.4
16730,17.6,266.8,3096.0,0.0,21891.0,18692.9,2215.0,4446.1,18.8
16731,189.8,0.9,2523.0,0.0,21896.0,18528.7,2304.2,4289.3,20.8
16732,223.7,107.1,2529.0,0.0,22601.0,18674.1,2618.2,4234.5,37.6
16733,473.2,2.1,2732.0,0.0,23822.0,20743.6,1461.2,4211.6,44.4
16734,124.0,44.5,2669.0,105.4,25111.0,22368.3,1205.3,3988.3,263.9
16735,257.6,1.8,2525.0,857.1,27565.0,25844.9,230.8,3927.7,1263.2
16736,506.5,0.0,2734.0,2064.8,29247.0,26940.1,763.5,3747.2,2448.2
16737,154.5,2.8,2712.0,3214.9,29759.0,27500.5,708.0,3613.9,3293.3
16738,38.8,79.7,2577.0,3387.2,29930.0,27501.7,571.6,3670.1,3694.1
16739,46.4,112.8,2575.0,3451.2,30182.0,27289.0,1460.9,3874.8,3621.6
16740,29.2,244.4,2727.0,3109.9,29674.0,26573.6,1754.2,4082.1,3295.7
16741,73.6,72.0,2969.0,2490.3,28138.0,25852.4,718.6,4110.1,2602.3
16742,18.1,395.5,3142.0,1315.3,27193.0,25734.0,-352.3,4076.1,1542.1
16743,64.8,192.7,3202.0,251.9,27447.0,25547.5,-167.7,4097.1,383.8
16744,34.0,87.6,3227.0,0.0,29507.0,26500.6,937.4,4290.7,97.3
16745,360.7,1.6,3299.0,0.0,30218.0,25847.1,2523.6,4420.5,88.8
16746,421.4,0.2,3339.0,0.0,30554.0,25054.0,3884.0,4545.1,3.8
16747,36.0,250.3,3330.0,0.0,30045.0,24362.7,4369.6,4714.8,37.4
16748,148.4,11.6,3127.0,0.0,28140.0,23476.2,3507.4,4866.5,37.4
16749,522.0,0.1,3036.0,0.0,25871.0,21760.3,2687.3,4809.5,37.4
16750,339.2,7.6,3309.0,0.0,23651.0,18855.4,3604.7,4907.8,15.4
16751,380.8,2.6,3161.0,0.0,21953.0,17760.6,2953.8,4714.2,3.7
16752,87.6,76.0,3180.0,0.0,20819.0,17312.5,2404.1,4490.4,3.7
16753,91.4,75.8,2996.0,0.0,20196.0,16725.8,2468.3,4281.1,3.7
16754,58.8,74.9,2675.0,0.0,19937.0,16586.7,2311.8,4026.8,3.7
16755,399.8,5.3,2753.0,0.0,20025.0,16542.2,2374.4,3888.8,3.7
16756,4.6,304.8,2633.0,0.0,20524.0,16603.1,2678.9,3793.7,4.2
16757,7.7,77.9,2430.0,0.0,21144.0,16961.9,2824.0,3711.4,13.5
16758,7.8,243.7,2344.0,197.7,21807.0,18074.3,2367.0,3463.0,382.6
16759,7.3,210.2,2194.0,1278.4,23829.0,21512.5,1267.6,3285.5,1574.7
16760,6.1,185.6,2020.0,2666.5,25753.0,23154.2,1607.6,2995.0,2995.0
16761,105.7,17.7,1742.0,3473.7,26589.0,24832.7,742.6,2865.6,3920.0
16762,38.0,84.9,1472.0,3678.5,26993.0,25004.0,552.2,2796.7,4233.7
16763,162.9,6.9,1491.0,3808.1,27536.0,24182.3,2167.2,2721.8,4191.2
16764,4.8,540.7,1519.0,3515.3,27437.0,23625.8,2722.8,2714.8,3909.4
16765,0.3,589.0,1478.0,2816.2,25780.0,23189.0,1405.3,2705.2,3130.5
16766,19.8,185.8,1555.0,1455.0,24935.0,23595.1,-8.9,2775.8,1786.7
16767,181.2,1.0,1673.0,239.5,25265.0,24660.1,-839.2,3049.8,437.8
16768,17.7,157.5,2055.0,0.0,27523.0,25785.1,552.5,3266.8,112.9
16769,334.8,3.8,2541.0,0.0,28537.0,26214.9,1268.0,3489.0,94.2
16770,270.9,16.0,2854.0,0.0,29309.0,25183.9,3167.6,3647.4,4.1
16771,153.5,63.8,3099.0,0.0,29023.0,23975.6,3999.2,3735.5,61.5
16772,653.3,1.7,3359.0,0.0,27822.0,23571.4,3041.8,3791.4,61.6
16773,276.0,4.5,3465.0,0.0,25640.0,20118.5,4104.9,3807.5,61.6
16774,7.1,234.8,3392.0,0.0,23554.0,20687.7,1586.4,4619.9,37.7
16775,14.0,205.5,3492.0,0.0,21956.0,18803.5,2149.4,4646.8,26.4
16776,48.8,25.5,3552.0,0.0,21103.0,18576.6,1661.8,4673.5,26.4
16777,4.6,218.0,3453.0,0.0,20783.0,18022.2,2047.2,4742.0,3.7
16778,0.5,325.0,3286.0,0.0,20926.0,18154.9,2022.3,4877.3,3.7
16779,52.5,41.1,3077.0,0.0,21740.0,18942.7,1946.1,5030.9,26.0
16780,431.9,1.6,3199.0,0.0,24651.0,23385.4,214.5,5252.9,39.1
16781,148.9,23.0,3375.0,0.0,28819.0,26696.5,934.0,5113.4,13.5
16782,25.3,201.5,3688.0,208.2,31400.0,29060.3,939.0,5110.3,263.9
16783,506.6,7.3,3817.0,1394.6,32910.0,30357.7,1382.0,4986.4,1365.7
16784,4.6,263.7,3783.0,2996.8,33619.0,31005.7,1379.0,4776.3,2657.2
16785,20.6,253.9,3618.0,3783.2,33681.0,31580.0,862.6,4755.6,3488.0
16786,1.1,458.3,3480.0,4096.2,33458.0,30995.7,1445.2,4806.1,3889.8
16787,43.6,162.7,3378.0,3983.3,33415.0,30691.1,1802.7,4824.3,3909.3
16788,76.3,89.2,3352.0,3892.0,32608.0,30288.3,1342.2,4845.8,3652.1
16789,147.5,71.7,3303.0,3278.1,31745.0,29566.9,1027.2,4969.2,2975.1
16790,18.7,308.2,3308.0,1806.7,31257.0,29529.7,503.9,5195.9,1745.4
16791,7.9,244.8,3337.0,386.3,31771.0,30188.7,333.2,5673.7,471.0
16792,970.2,1.2,3974.0,0.0,33772.0,31118.7,1533.1,6145.6,94.9
16793,645.7,0.8,4375.0,0.0,34455.0,31591.1,1790.1,6502.6,65.3
16794,141.1,136.7,4806.0,0.0,34386.0,30897.6,2846.8,6724.7,5.2
16795,183.6,1.5,4788.0,0.0,33208.0,28631.1,3693.5,6728.1,5.1
16796,269.8,17.9,4563.0,0.0,30530.0,26604.3,3113.0,6952.0,3.7
16797,383.0,39.1,4753.0,0.0,27667.0,23918.9,2648.6,6624.4,3.7
16798,196.7,90.4,4934.0,0.0,25830.0,21360.3,3267.0,6403.0,3.7
16799,6.4,310.3,5029.0,0.0,24188.0,20088.6,3042.8,6328.3,3.7
16800,3.7,552.6,5142.0,0.0,23200.0,19883.2,2456.4,6432.9,3.7
16801,15.8,275.8,5251.0,0.0,22825.0,19618.5,2423.6,6583.1,3.7
16802,4.1,240.2,5416.0,0.0,22830.0,19188.8,2946.9,6748.3,3.7
16803,127.9,61.5,5407.0,0.0,23519.0,20186.1,2488.3,6920.7,3.7
16804,534.8,1.8,6008.0,0.0,26187.0,23418.4,1666.9,7275.3,76.4
16805,215.7,3.9,6160.0,0.0,30325.0,28399.2,686.4,7529.0,13.3
16806,126.9,43.3,6446.0,266.5,32678.0,30166.5,1108.0,7140.7,270.6
16807,77.5,224.5,6886.0,1771.6,33825.0,31741.3,796.1,7016.0,1675.3
16808,8.0,334.4,6156.0,3754.0,34289.0,32129.5,875.1,6604.4,3289.0
16809,17.4,269.5,5809.0,4704.2,34235.0,32916.0,282.0,6224.7,4310.6
16810,282.8,21.3,5838.0,4850.0,34094.0,32792.9,194.0,6389.5,4756.0
16811,8.8,309.4,6148.0,4873.3,33950.0,33066.5,21.9,6947.7,4797.0
16812,6.5,429.3,6749.0,4443.9,33150.0,32390.7,-184.0,7513.2,4543.5
16813,18.1,134.7,7152.0,3711.3,32399.0,31598.1,-233.4,7896.8,3768.8
16814,325.5,0.7,7695.0,2292.1,31897.0,31096.6,-226.6,8292.7,2198.7
16815,347.7,2.7,8169.0,441.4,32589.0,31289.0,-28.6,8978.7,489.9
16816,414.1,3.2,8977.0,0.0,34442.0,33038.7,237.8,9752.9,17.5
16817,338.3,0.6,9235.0,0.0,35112.0,33614.2,442.6,10144.7,7.2
16818,330.3,0.6,9551.0,0.0,35221.0,33776.0,372.9,10346.4,6.7
16819,228.0,28.0,9710.0,0.0,34191.0,31091.8,1800.6,10401.2,3.7
16820,473.1,1.9,9333.0,0.0,31176.0,30286.9,-337.3,10393.9,3.7
16821,871.5,0.6,9212.0,0.0,28168.0,26897.6,-204.3,10373.4,3.7
16822,297.2,0.0,9158.0,0.0,25915.0,26173.8,-1200.4,10661.6,37.5
16823,91.5,59.6,9782.0,0.0,24198.0,25763.8,-2352.1,11077.7,37.5
16824,22.7,15.3,10547.0,0.0,23217.0,25330.7,-2732.1,11406.4,15.0
16825,80.3,118.4,10851.0,0.0,22846.0,24777.9,-2466.6,11747.4,3.7
16826,74.6,109.9,11220.0,0.0,22821.0,24849.4,-2332.3,12114.9,3.7
16827,517.9,2.2,11190.0,0.0,23493.0,25420.6,-2254.6,12483.5,3.7
16828,59.1,40.2,11174.0,0.0,26167.0,26935.0,-1736.0,12823.7,4.2
16829,44.1,201.5,11262.0,0.0,30326.0,29620.3,-387.4,12775.5,13.2
16830,10.6,383.5,11969.0,231.2,32738.0,31688.6,-38.1,12380.8,276.0
16831,16.8,109.6,11515.0,1595.0,33926.0,33417.2,-509.4,12185.8,1644.3
16832,137.7,7.0,10913.0,3661.1,34591.0,34811.7,-1412.8,12119.9,3248.5
16833,393.0,1.4,11215.0,4521.2,34579.0,35544.9,-1850.4,12426.3,4303.3
16834,432.4,1.7,11834.0,4505.3,34575.0,35674.3,-2090.1,12691.3,4862.6
16835,65.5,81.4,12285.0,4749.1,34483.0,36128.2,-2198.1,12872.9,4900.5
16836,247.5,13.4,12315.0,4623.7,33675.0,35370.8,-2285.4,12912.2,4608.9
16837,139.6,10.9,12707.0,3850.5,32862.0,34776.3,-2530.3,12803.6,3847.9
16838,271.7,10.8,11739.0,2311.4,32365.0,33947.0,-2209.5,12315.3,2303.3
16839,16.4,298.2,10933.0,511.1,33019.0,32559.0,-483.0,11600.8,524.4
16840,101.5,92.5,10138.0,0.0,34761.0,33424.4,405.8,11066.4,19.0
16841,259.6,11.5,9441.0,0.0,35348.0,33407.4,779.0,10568.7,10.1
16842,239.2,0.9,9257.0,0.0,35657.0,33364.8,1026.4,10027.7,7.4
16843,95.3,41.3,9078.0,0.0,34566.0,31107.8,2380.1,9628.7,6.6
16844,259.3,1.7,8647.0,0.0,31607.0,29078.6,1568.9,9064.0,25.0
16845,28.0,178.2,7922.0,0.0,28518.0,26309.3,1083.9,8462.5,4.0
16846,44.2,333.2,7171.0,0.0,26024.0,24789.4,538.5,8947.3,36.9
16847,17.7,214.9,6800.0,0.0,24331.0,23366.1,413.7,8416.7,36.8
16848,6.2,180.4,6337.0,0.0,23393.0,22631.1,372.8,8169.1,36.9
16849,1.3,555.0,5940.0,0.0,23021.0,21906.1,965.7,7813.9,36.9
16850,4.0,446.0,5629.0,0.0,23027.0,21845.7,970.1,7600.7,22.7
16851,257.3,31.4,5634.0,0.0,23674.0,23266.7,210.7,7712.2,36.3
16852,398.2,23.6,5612.0,0.0,26160.0,26507.2,-1165.1,7419.6,138.6
16853,194.0,10.0,5749.0,0.0,30176.0,28149.3,1227.0,7408.4,15.2
16854,1.1,418.6,6022.0,327.5,32753.0,29591.1,1511.7,7165.2,378.4
16855,19.7,92.4,6163.0,1958.6,34174.0,31421.2,786.5,7069.6,2155.3
16856,168.7,8.4,5935.0,4006.5,34885.0,32496.2,519.5,7109.0,3987.0
16857,170.5,36.7,5589.0,5136.6,34730.0,33849.9,-617.8,7362.5,4977.1
16858,471.7,8.5,6240.0,5323.0,34602.0,34401.6,-927.9,8427.6,5296.5
16859,91.6,20.9,7652.0,5285.5,34560.0,35003.2,-1149.9,9884.7,5231.0
16860,498.0,1.1,9362.0,4914.6,33779.0,34278.0,-971.2,11155.4,4855.6
16861,395.9,1.7,10889.0,4132.6,32845.0,33417.6,-831.4,12318.0,3953.8
16862,27.8,223.0,11758.0,2336.4,32421.0,32346.2,-409.1,12967.5,2265.5
16863,41.2,213.9,12417.0,489.4,33144.0,32664.7,-174.6,13566.5,500.1
16864,569.3,6.7,13266.0,0.0,34945.0,34548.8,-870.3,14633.1,14.1
16865,921.4,0.0,14371.0,0.0,35654.0,35228.0,-917.1,15442.7,7.1
16866,413.6,0.7,15170.0,0.0,35802.0,35201.1,-727.1,16118.7,6.9
16867,241.3,116.5,15442.0,0.0,34658.0,32459.5,1392.6,16412.1,3.7
16868,504.6,8.3,15604.0,0.0,31754.0,31669.8,-709.4,16527.7,3.7
16869,351.4,13.0,15710.0,0.0,28694.0,29563.2,-1656.4,16885.6,3.7
16870,608.2,3.6,15612.0,0.0,26661.0,29184.2,-3012.0,16607.9,15.5
16871,34.3,129.7,15290.0,0.0,24941.0,27717.0,-3228.4,16594.6,15.5
16872,116.4,6.4,15234.0,0.0,23906.0,26712.7,-3305.2,16364.1,15.5
16873,1.3,559.9,14582.0,0.0,23482.0,25986.8,-3045.3,15995.5,15.6
16874,30.8,343.5,14777.0,0.0,23451.0,25773.7,-2913.9,15643.0,15.6
16875,0.1,1017.0,14210.0,0.0,24103.0,26041.3,-2564.1,15211.3,15.3
16876,50.5,79.7,14013.0,0.0,26822.0,27795.5,-1987.0,14966.3,15.6
16877,67.6,145.6,13560.0,0.0,31079.0,29644.2,-321.9,14818.6,26.1
16878,311.5,33.8,12945.0,96.2,33724.0,31759.7,-51.2,14477.3,177.8
16879,244.7,2.4,12896.0,839.6,34932.0,33146.1,-174.7,14341.8,994.9
16880,3.8,447.2,13039.0,1838.3,35672.0,34103.7,-532.6,14454.6,1821.5
16881,629.7,3.2,12966.0,2502.3,35720.0,34757.8,-849.0,14584.3,2395.1
16882,523.4,4.7,13865.0,2772.0,35563.0,34951.0,-1046.6,14638.4,2866.6
16883,11.7,251.5,14110.0,2775.2,35486.0,35194.0,-964.5,14565.7,2812.1
16884,252.1,5.0,14517.0,2473.3,34598.0,34270.7,-1001.7,14303.9,2447.4
16885,0.3,504.2,13857.0,1876.1,33510.0,33578.9,-1324.7,13885.1,2028.1
16886,2.9,289.6,12527.0,984.6,32998.0,32777.9,-1119.0,13125.5,1228.6
16887,23.3,457.0,11088.0,140.0,33587.0,32767.0,-754.6,12266.3,261.2
16888,33.8,350.0,9715.0,0.0,35247.0,33382.0,-403.3,11812.2,35.2
16889,204.5,9.3,8788.0,0.0,35572.0,33695.0,-398.1,11642.3,17.1
16890,30.1,459.9,8293.0,0.0,35594.0,33816.7,-485.3,11756.7,45.3
16891,91.4,560.6,8136.0,0.0,34741.0,32654.1,-34.0,12007.2,102.7
16892,211.8,84.2,8702.0,0.0,31891.0,32002.4,-2060.2,12245.7,100.9
16893,194.1,35.6,8794.0,0.0,28918.0,28451.2,-1202.7,12288.3,101.2
16894,417.9,13.5,8717.0,0.0,26975.0,28828.5,-2246.4,12785.3,32.5
16895,35.0,305.5,8145.0,0.0,24974.0,26824.6,-2394.1,12441.1,30.1
16896,5.3,345.5,8094.0,0.0,23670.0,25462.4,-2316.6,12282.8,3.7
16897,29.2,99.8,8345.0,0.0,22967.0,24894.5,-2401.9,12170.2,3.7
16898,411.6,2.6,8579.0,0.0,22731.0,24870.8,-2601.7,12143.6,3.7
16899,225.2,30.3,9311.0,0.0,22755.0,24764.6,-2602.1,12038.3,3.7
16900,11.5,157.5,9799.0,0.0,23571.0,25263.5,-2772.2,12075.2,4.2
16901,334.8,8.3,9983.0,0.0,24934.0,25789.7,-2222.6,11995.2,41.4
16902,288.2,3.3,10163.0,197.1,26567.0,27291.5,-2158.2,12217.0,229.4
16903,1048.6,0.5,10833.0,1555.3,29226.0,29906.7,-1992.4,12431.8,1507.6
16904,407.3,3.6,11256.0,3461.6,31386.0,31982.2,-2077.9,12931.9,2975.5
16905,327.1,4.3,11905.0,4311.9,31881.0,32872.6,-2347.8,13576.5,3896.9
