rmse,abs erro,erro comp,r2 score,mape score,alloc missing,alloc surplus,optimal percentage,better allocation,beter percentage
,0.0,True,-0.6464455342734474,,,,0.0,0.0,0.0
171.14303678326198,1123214.128970773,True,0.13990507437356647,17.03785972785292,560507.0190077865,562707.1099629863,63.789954337899545,63.789954337899545,86.837899543379
169.9856831688684,1108555.941522188,True,0.1514985131933484,16.363190886740796,554443.3388845773,554112.6026376109,64.04109589041096,64.04109589041096,87.1689497716895
170.1263714194908,1111215.1220342275,True,0.15009341145199373,16.51911363379068,556281.6213216331,554933.5007125944,64.0296803652968,64.0296803652968,87.00913242009133
171.8774995207213,1115725.3598563138,True,0.1325070151055988,16.43318260644525,568538.034633457,547187.3252228567,63.44748858447489,63.44748858447489,86.91780821917808
184.60055236666938,1253196.0247367613,True,-0.0006769819153029655,21.62920967817895,619929.7928523012,633266.2318844602,64.81735159817352,64.81735159817352,86.0730593607306
